省份,流域,断面名称,监测时间,水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L),叶绿素α(mg/L),藻密度(cells/L)
山西省,海河流域,后湾水库出口,07-21 19:00,Ⅱ类,26.0,8.41,8.41,478.3,12.5,--,0.035,0.028,1.53,--,--
山西省,黄河流域,龙头,07-21 19:00,Ⅱ类,27.0,8.36,7.43,548.9,57.9,2.89,--,0.033,2.92,--,--
山西省,黄河流域,拴驴泉,07-21 19:00,Ⅱ类,21.8,8.31,8.64,680.5,44.5,2.27,0.028,0.029,4.95,--,--
山西省,黄河流域,张峰水库出口,07-21 19:00,Ⅰ类,26.2,8.23,7.81,535.5,9.9,1.18,0.050,0.003,--,--,--
山西省,海河流域,东榆林水库出口,07-21 19:00,Ⅲ类,25.0,8.27,8.77,709.1,19.6,4.11,0.013,0.096,2.34,--,--
山西省,黄河流域,杀虎口,07-21 19:00,Ⅲ类,22.0,8.21,7.25,570.5,33.8,4.65,0.011,0.045,1.48,--,--
山西省,海河流域,王寨村,07-21 19:00,Ⅱ类,26.2,8.28,7.79,567.5,55.6,0.99,--,0.027,2.42,--,--
山西省,黄河流域,安固桥,07-21 19:00,劣Ⅵ类,27.2,7.62,2.51,1380.9,85.8,8.73,3.996,0.734,--,--,--
山西省,黄河流域,王庄桥南,07-21 19:00,Ⅴ类,29.6,8.27,8.56,1138.8,97.6,14.72,0.005,0.160,6.60,--,--
山西省,黄河流域,郝村,07-21 19:00,Ⅲ类,25.2,7.51,12.52,1375.4,22.3,4.07,0.043,0.170,7.28,--,--
山西省,黄河流域,张留庄,07-21 19:00,Ⅴ类,30.4,8.71,10.14,5536.7,282.7,7.52,0.096,0.323,10.60,--,--
山西省,黄河流域,上亳城,07-21 19:00,Ⅱ类,30.2,8.39,6.22,755.9,9.6,1.73,--,0.040,3.40,--,--
山西省,黄河流域,小韩村,07-21 19:00,Ⅴ类,27.4,7.21,2.44,1223.7,82.5,4.99,0.291,0.292,4.58,--,--
山西省,海河流域,梵王寺,07-21 19:00,Ⅲ类,20.5,7.80,5.74,960.1,105.5,1.75,--,0.056,3.78,--,--
山西省,海河流域,代县桥,07-21 19:00,Ⅲ类,22.5,8.37,7.47,735.3,355.4,4.06,0.008,0.140,4.50,--,--
山西省,海河流域,定襄桥,07-21 19:00,Ⅳ类,27.6,8.49,5.73,771.8,644.3,5.37,0.013,0.217,5.68,--,--
山西省,海河流域,南庄,07-21 19:00,Ⅱ类,24.3,8.31,7.30,621.1,136.9,2.43,--,0.088,6.14,--,--
山西省,海河流域,坪上桥,07-21 19:00,Ⅲ类,19.7,8.27,7.45,448.0,295.1,3.79,0.017,0.115,7.28,--,--
山西省,黄河流域,河西村,07-21 19:00,Ⅴ类,21.9,8.12,6.58,522.3,--,7.38,0.032,0.349,7.20,--,--
山西省,黄河流域,上平望,07-21 19:00,Ⅳ类,28.4,7.75,3.85,970.3,257.4,4.15,0.248,0.071,6.87,--,--
山西省,黄河流域,黑城村,07-21 19:00,Ⅲ类,26.6,8.35,7.10,739.7,1074.7,4.65,0.359,0.104,7.39,--,--
山西省,黄河流域,曲立,07-21 19:00,Ⅲ类,21.2,8.04,6.30,583.5,97.8,2.87,0.002,0.145,4.37,--,--
山西省,黄河流域,裴家川口,07-21 19:00,劣Ⅵ类,22.6,8.51,8.92,477.0,113.9,6.26,3.419,--,7.12,--,--
山西省,黄河流域,碛口,07-21 19:00,Ⅴ类,27.6,8.84,7.63,915.8,177.6,10.96,0.320,--,9.64,--,--
山西省,黄河流域,裴沟,07-21 19:00,Ⅴ类,25.0,8.30,7.03,616.2,951.9,4.69,0.016,0.355,3.69,--,--
山西省,黄河流域,三川河两河口桥,07-21 19:00,Ⅲ类,26.7,8.29,7.04,681.8,101.4,3.49,0.199,0.154,5.50,--,--
山西省,黄河流域,碧村,07-21 19:00,Ⅲ类,23.1,8.45,7.15,--,5.7,4.23,0.012,0.059,6.20,--,--
山西省,黄河流域,北峪口,07-21 19:00,Ⅱ类,19.8,7.90,6.69,494.2,29.5,2.14,0.008,--,2.74,--,--
山西省,黄河流域,南姚,07-21 19:00,Ⅲ类,28.0,7.88,5.67,709.1,48.8,4.33,0.269,0.147,3.40,--,--
内蒙古自治区,黄河流域,大黑河入黄口,07-21 18:00,Ⅴ类,30.8,8.73,6.79,--,0.9,14.44,0.280,0.270,9.01,--,--
内蒙古自治区,黄河流域,磴口,07-21 18:00,Ⅱ类,24.7,8.22,7.30,860.5,93.2,1.34,0.071,0.025,1.35,--,--
内蒙古自治区,松花江流域,根河口内,07-21 19:00,Ⅴ类,20.1,6.65,6.80,68.6,35.3,12.36,--,0.057,0.42,--,--
内蒙古自治区,松花江流域,陶海,07-21 19:00,Ⅴ类,21.8,6.94,6.49,94.3,41.9,12.43,--,0.107,0.71,--,--
内蒙古自治区,松花江流域,嵯岗,07-21 19:00,Ⅴ类,23.2,7.37,5.77,179.2,27.2,13.30,--,0.120,0.62,--,--
内蒙古自治区,松花江流域,成吉思汗,07-21 19:00,Ⅲ类,21.4,6.99,8.08,109.6,25.5,4.19,--,0.042,1.12,--,--
内蒙古自治区,松花江流域,讷尔克气,07-21 19:00,Ⅳ类,17.2,7.00,8.83,63.3,16.4,7.12,--,0.029,0.23,--,--
内蒙古自治区,黄河流域,总排干入黄口,07-21 19:00,Ⅲ类,26.1,8.64,7.30,2923.7,39.8,5.98,0.088,0.051,1.21,--,--
内蒙古自治区,黄河流域,三盛公,07-21 18:00,Ⅱ类,28.1,8.30,7.83,869.6,509.6,2.36,0.191,0.083,0.45,--,--
内蒙古自治区,黄河流域,卧佛下,07-21 18:00,Ⅰ类,20.3,8.28,7.80,722.7,13.3,1.18,0.014,0.001,8.21,--,--
内蒙古自治区,松花江流域,斯力很,07-21 17:00,Ⅲ类,23.5,7.55,7.91,253.6,158.8,5.17,--,0.087,3.27,--,--
内蒙古自治区,松花江流域,察尔森水库西入口,07-21 19:00,Ⅳ类,23.2,7.80,5.56,153.2,103.7,5.91,--,0.058,1.64,0.014,3163750
辽宁省,辽河流域,蒲河沿,07-21 19:00,劣Ⅵ类,28.2,7.18,1.00,389.8,10.3,--,--,0.152,1.33,--,--
辽宁省,辽河流域,于台,07-21 19:00,Ⅳ类,25.3,7.19,5.06,810.5,5.0,4.01,1.085,0.154,7.96,--,--
辽宁省,辽河流域,巨流河大桥,07-21 19:00,Ⅳ类,24.7,7.60,6.00,389.5,419.9,8.69,--,0.268,5.71,--,--
辽宁省,辽河流域,城子坦,07-21 18:00,Ⅱ类,29.2,7.80,7.81,273.4,3.6,2.32,0.008,0.071,5.52,--,--
辽宁省,辽河流域,麦家,07-21 19:00,Ⅲ类,29.2,8.40,11.49,349.2,30.4,4.86,0.037,0.185,1.78,--,--
辽宁省,辽河流域,复州湾大桥,07-21 19:00,Ⅲ类,28.1,8.23,9.04,535.8,14.9,4.16,0.0003,0.098,4.97,--,--
辽宁省,辽河流域,三台子,07-21 18:00,Ⅲ类,28.0,8.34,10.85,632.2,4.4,4.37,0.052,0.093,5.16,--,--
辽宁省,辽河流域,万泰,07-21 19:00,Ⅰ类,29.2,8.94,12.12,145.8,5.2,1.80,--,0.014,1.70,--,--
辽宁省,辽河流域,登化,07-21 19:00,劣Ⅵ类,30.5,9.09,--,518.5,20.7,10.26,0.038,0.171,4.28,--,--
辽宁省,辽河流域,口子街,07-21 19:00,劣Ⅵ类,27.1,9.17,10.60,280.2,8.4,1.83,0.028,0.029,5.01,--,--
辽宁省,辽河流域,关门山大桥,07-21 19:00,Ⅱ类,23.9,8.12,8.43,325.0,11.3,1.43,--,0.031,6.61,--,--
辽宁省,辽河流域,大伙房水库,07-21 19:00,Ⅳ类,22.1,7.23,8.42,204.5,66.9,4.14,0.135,0.227,3.53,0.083,--
辽宁省,辽河流域,北太子河入观音阁水库口,07-21 19:00,Ⅱ类,22.4,7.62,7.66,248.1,26.2,2.23,0.024,0.053,8.08,--,--
辽宁省,辽河流域,老官砬子,07-21 19:00,Ⅱ类,18.1,7.98,12.02,263.6,24.8,2.31,0.042,0.045,4.39,--,--
辽宁省,辽河流域,兴安,07-21 19:00,Ⅱ类,18.6,7.72,7.78,337.3,27.0,2.32,0.086,0.096,4.66,--,--
辽宁省,辽河流域,凤鸣电站,07-21 19:00,Ⅱ类,19.2,7.75,8.93,206.2,31.7,2.30,0.020,0.048,3.98,--,--
辽宁省,辽河流域,南太子河入库口,07-21 19:00,Ⅰ类,24.0,7.96,9.40,216.4,2.8,1.21,0.004,0.010,7.14,--,--
辽宁省,辽河流域,江桥,07-21 19:00,Ⅲ类,21.7,7.21,5.93,160.8,5.4,0.93,0.008,0.024,2.86,--,--
辽宁省,辽河流域,蒲石河大桥,07-21 19:00,Ⅱ类,22.2,7.60,11.01,155.9,11.1,1.32,0.064,0.042,4.20,--,--
辽宁省,辽河流域,王家沟,07-21 19:00,Ⅱ类,26.0,8.05,7.58,757.0,19.2,2.14,0.009,0.060,4.55,--,--
辽宁省,辽河流域,张家堡,07-21 19:00,Ⅲ类,27.5,8.03,6.46,667.1,83.4,3.95,0.053,0.136,5.12,--,--
辽宁省,辽河流域,女儿河入河口,07-21 19:00,Ⅱ类,28.0,8.40,20.70,782.9,20.5,2.96,--,0.071,7.85,--,--
辽宁省,辽河流域,何家信子,07-21 19:00,Ⅱ类,24.6,8.34,10.84,467.6,7.9,3.04,0.049,0.068,2.02,--,--
辽宁省,辽河流域,西树林,07-21 19:00,Ⅲ类,25.0,7.95,8.38,597.3,24.1,3.16,0.098,0.123,4.59,--,--
辽宁省,辽河流域,高台子,07-21 19:00,Ⅳ类,18.5,8.03,4.62,876.5,39.3,3.97,--,0.108,5.43,--,--
辽宁省,辽河流域,茧场,07-21 18:00,劣Ⅵ类,28.8,9.16,11.96,242.9,6.0,1.54,0.016,0.022,5.36,--,--
辽宁省,辽河流域,大清河口,07-21 19:00,Ⅳ类,27.7,7.80,3.82,532.7,37.1,6.20,0.312,0.112,4.87,--,--
辽宁省,辽河流域,下口子,07-21 19:00,Ⅲ类,21.8,7.37,6.13,356.6,71.3,4.14,0.146,0.136,4.45,--,--
辽宁省,辽河流域,下王家,07-21 19:00,Ⅱ类,21.0,7.58,8.69,339.6,50.1,3.68,--,0.071,5.92,--,--
辽宁省,辽河流域,汤河桥,07-21 19:00,Ⅱ类,22.2,8.08,9.57,412.6,10.0,1.45,0.030,0.029,2.73,--,--
辽宁省,辽河流域,下达河入汤河水库口,07-21 19:00,Ⅱ类,24.3,8.25,8.10,425.7,9.5,2.19,0.010,--,8.07,--,--
辽宁省,辽河流域,胜利塘,07-21 19:00,Ⅳ类,27.7,7.60,3.76,552.8,62.5,6.53,--,0.103,1.48,--,--
辽宁省,辽河流域,鲜峰桥,07-21 19:00,Ⅳ类,27.6,8.49,14.17,544.3,25.9,9.00,--,0.184,9.23,--,--
辽宁省,辽河流域,清辽,07-21 19:00,Ⅴ类,21.3,7.55,8.06,231.0,228.9,10.90,--,0.332,7.43,--,--
辽宁省,辽河流域,亮子河入河口,07-21 19:00,Ⅳ类,26.7,7.53,5.23,543.3,58.0,5.32,0.144,0.223,--,--,--
辽宁省,辽河流域,凌鸿大桥,07-21 19:00,Ⅱ类,26.4,8.32,8.01,736.1,15.8,2.48,--,0.048,9.86,--,--
辽宁省,辽河流域,章吉营,07-21 19:00,Ⅱ类,27.2,8.38,8.47,767.8,25.2,2.73,--,0.067,8.74,--,--
辽宁省,辽河流域,大凌河西支入河口,07-21 19:00,Ⅲ类,23.0,8.15,7.99,844.6,129.2,3.95,0.043,0.135,13.64,--,--
辽宁省,辽河流域,李家湾大桥,07-21 19:00,Ⅱ类,24.7,8.06,7.26,545.6,58.9,1.59,0.026,0.084,4.78,--,--
辽宁省,辽河流域,王家窝棚,07-21 19:00,Ⅲ类,23.4,7.58,8.64,592.2,2.8,2.04,0.039,0.106,7.76,--,--
辽宁省,辽河流域,红石碑入海前,07-21 19:00,Ⅲ类,28.2,8.03,8.93,919.0,24.5,3.77,0.030,0.186,8.23,--,--
辽宁省,辽河流域,小渔场,07-21 19:00,Ⅲ类,26.5,8.87,10.47,536.8,11.8,4.13,--,0.048,4.69,--,--
吉林省,松花江流域,新立城大坝,07-21 19:00,Ⅲ类,23.6,7.95,5.38,298.5,39.3,3.24,0.048,0.040,1.47,--,--
吉林省,松花江流域,松花江村,07-21 19:00,Ⅲ类,20.7,6.98,8.27,166.2,158.3,5.47,0.278,0.182,4.93,--,--
吉林省,松花江流域,砖瓦窑桥,07-21 19:00,Ⅳ类,20.2,7.55,4.65,368.6,152.0,6.60,--,0.265,4.89,--,--
吉林省,松花江流域,镇江口,07-21 19:00,Ⅲ类,23.9,7.02,6.54,239.5,100.8,4.91,--,0.143,4.07,--,--
吉林省,松花江流域,靠山大桥,07-21 19:00,Ⅳ类,28.2,7.72,4.87,511.7,250.9,7.23,--,0.299,3.40,--,--
吉林省,松花江流域,饮马河大桥,07-21 19:00,Ⅲ类,21.2,7.05,7.86,204.1,170.0,5.35,--,0.162,5.30,--,--
吉林省,松花江流域,白旗,07-21 19:00,Ⅳ类,19.0,7.18,9.43,164.3,244.2,5.47,0.134,0.208,8.47,--,--
吉林省,松花江流域,白山大桥,07-21 19:00,Ⅲ类,11.9,7.09,8.09,109.2,29.8,5.44,--,0.035,1.68,--,--
吉林省,松花江流域,官厅桥,07-21 19:00,Ⅳ类,23.1,6.85,4.92,177.6,154.7,7.05,0.110,0.212,5.21,--,--
吉林省,松花江流域,哨口,07-21 19:00,Ⅳ类,19.7,7.11,9.39,160.7,294.5,5.17,0.120,0.211,7.28,--,--
吉林省,松花江流域,肖家船口,07-21 19:00,Ⅲ类,23.4,6.77,8.04,140.0,29.0,5.48,0.029,0.114,3.51,--,--
吉林省,辽河流域,四双大桥,07-21 18:00,-1,--,--,--,--,--,--,--,--,--,--,--
吉林省,辽河流域,城子上,07-21 19:00,Ⅲ类,25.4,7.85,7.62,418.1,109.9,4.48,0.003,0.115,1.67,--,--
吉林省,辽河流域,六家子,07-21 19:00,Ⅲ类,23.3,7.62,6.69,686.0,213.0,5.63,0.016,--,11.44,--,--
吉林省,辽河流域,林家,07-21 19:00,Ⅳ类,25.1,7.82,8.75,894.9,118.9,6.60,--,0.247,7.62,--,--
吉林省,辽河流域,河清,07-21 19:00,Ⅲ类,20.9,7.32,7.25,475.0,132.6,4.75,0.001,0.144,8.74,--,--
吉林省,辽河流域,云峰,07-21 19:00,Ⅱ类,17.8,7.27,6.66,140.3,31.5,2.13,--,0.022,2.39,--,--
吉林省,辽河流域,老虎哨,07-21 19:00,Ⅱ类,19.6,7.34,7.96,105.6,32.8,2.42,0.015,0.030,2.51,--,--
吉林省,辽河流域,鸠谷,07-21 19:00,Ⅱ类,16.0,7.69,9.63,99.5,24.7,3.46,0.064,0.063,2.01,--,--
吉林省,辽河流域,大阳岔,07-21 19:00,Ⅱ类,9.9,7.87,7.51,288.2,14.6,0.84,0.005,0.024,1.83,--,--
吉林省,松花江流域,松林,07-21 19:00,Ⅲ类,24.9,6.74,7.31,203.1,39.7,4.74,0.110,0.101,3.69,--,--
吉林省,松花江流域,白沙滩,07-21 19:00,Ⅳ类,25.6,7.18,6.53,122.8,46.0,8.62,0.197,0.119,1.90,--,--
吉林省,松花江流域,月亮湖下,07-21 19:00,Ⅴ类,26.6,7.08,2.99,151.0,248.6,8.17,--,0.250,2.88,--,--
吉林省,松花江流域,崇善,07-21 19:00,Ⅳ类,15.9,7.53,10.20,81.6,35.8,8.71,0.019,0.056,1.31,--,--
吉林省,松花江流域,石井,07-21 19:00,Ⅲ类,23.0,7.68,7.69,227.8,64.1,3.27,0.019,0.109,2.31,--,--
