水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
劣Ⅵ类,27.8,7.51,1.73,811.0,12.6,7.22,0.061,0.086,1.02
Ⅲ类,26.5,7.65,5.3,505.0,18.9,3.67,0.091,0.076,4.54
Ⅲ类,29.7,7.75,5.42,777.0,18.8,3.48,0.041,0.042,0.38
劣Ⅵ类,28.5,7.21,1.81,785.7,12.9,4.16,0.338,0.133,3.86
Ⅲ类,30.8,8.31,6.59,835.9,1.6,4.43,0.011,0.064,0.52
Ⅲ类,30.4,8.37,7.25,1590.6,36.7,4.99,0.042,0.026,0.68
Ⅲ类,31.3,7.91,5.93,344.3,3.2,2.45,0.079,0.012,0.82
Ⅲ类,30.2,7.56,5.13,675.5,5.7,4.62,0.014,0.03,0.7
Ⅱ类,24.2,8.34,7.35,1154.6,9.5,4.0,0.259,0.09,0.94
Ⅳ类,24.7,8.53,8.38,765.0,81.8,6.05,0.015,0.127,1.61
Ⅴ类,25.7,7.92,6.18,1780.8,31.4,4.37,1.541,0.217,10.58
Ⅱ类,26.6,8.25,8.37,666.6,40.5,2.3,0.01,0.044,3.2
Ⅳ类,26.4,7.55,3.4,474.2,25.6,3.49,0.052,0.049,1.72
Ⅳ类,23.4,7.65,3.18,666.1,7.1,3.34,0.238,0.03,1.08
Ⅴ类,24.5,7.47,2.99,636.5,57.6,4.83,0.22,0.108,4.09
Ⅱ类,25.4,8.04,7.03,491.2,15.8,2.62,0.022,0.02,1.64
Ⅱ类,23.2,8.14,7.04,552.3,66.9,3.26,0.044,0.039,3.22
Ⅱ类,19.4,8.29,8.67,675.8,45.3,2.72,0.031,0.033,4.99
Ⅰ类,25.7,8.19,8.3,535.8,13.5,1.8,0.048,0.005,3.54
Ⅲ类,24.8,8.43,10.04,707.3,22.4,4.17,0.103,0.097,2.38
Ⅲ类,22.5,8.41,8.83,563.6,31.1,4.82,0.017,0.054,1.45
劣Ⅵ类,25.0,7.62,2.75,976.0,98.7,5.39,2.635,0.316,9.73
劣Ⅵ类,26.4,7.92,6.61,1171.6,1203.4,21.19,0.06,0.097,4.98
Ⅳ类,23.9,7.41,7.46,1430.1,23.5,4.35,0.076,0.21,7.61
Ⅳ类,29.2,8.62,5.27,6592.6,202.1,9.53,0.067,0.276,7.29
劣Ⅵ类,24.6,7.46,1.14,584.2,95.0,6.25,3.146,0.318,6.05
Ⅲ类,21.4,8.39,7.91,751.6,267.9,3.67,0.017,0.127,4.57
劣Ⅵ类,25.4,8.37,5.84,755.4,1800.9,8.81,0.01,0.431,4.85
Ⅱ类,19.2,8.3,9.45,450.9,105.7,3.07,0.018,0.058,4.92
Ⅳ类,20.0,8.32,7.76,589.2,401.5,4.21,0.21,0.207,5.63
Ⅴ类,27.5,7.8,3.92,988.4,1007.3,11.54,0.135,0.062,6.57
Ⅲ类,18.9,8.05,6.54,602.5,138.0,2.64,0.006,0.139,5.27
Ⅳ类,20.8,8.42,9.93,494.4,356.1,4.85,0.008,0.244,3.66
劣Ⅵ类,24.9,8.09,5.98,581.3,93.2,8.85,0.008,0.447,18.8
劣Ⅵ类,23.8,8.23,5.23,718.7,605.4,6.46,0.854,0.748,6.08
Ⅲ类,25.6,8.34,7.8,682.2,51.4,2.83,0.028,0.141,5.36
Ⅴ类,21.6,8.23,7.76,546.8,3339.3,7.3,0.709,0.322,8.26
Ⅳ类,26.1,7.06,3.09,752.4,49.0,6.64,1.488,0.12,5.16
Ⅱ类,23.1,8.22,7.26,907.4,106.2,1.36,0.069,0.026,1.55
Ⅴ类,19.2,6.6,6.23,73.1,41.5,12.19,0.006,0.065,0.43
劣Ⅵ类,20.1,6.78,8.11,101.1,1049.6,13.59,0.154,0.491,4.25
Ⅳ类,23.9,8.65,6.96,3007.6,75.4,6.55,0.101,0.075,1.16
Ⅱ类,27.4,8.28,7.92,851.7,453.9,1.88,0.105,0.085,1.39
Ⅱ类,16.4,8.4,10.18,752.8,5.4,2.21,0.036,0.007,7.46
Ⅱ类,28.5,7.6,6.98,274.4,2.2,2.33,0.005,0.07,5.45
Ⅲ类,29.4,8.5,11.17,353.9,26.5,4.52,0.029,0.167,1.69
Ⅲ类,27.9,8.25,9.36,538.4,7.7,4.09,0.004,0.09,5.26
Ⅲ类,29.1,8.68,14.82,614.8,6.2,5.02,0.009,0.09,4.35
劣Ⅵ类,29.2,9.03,25.52,529.3,19.1,8.58,0.037,0.175,4.07
Ⅱ类,25.0,8.55,10.18,283.6,10.6,1.72,0.026,0.023,4.7
Ⅳ类,21.9,7.06,8.17,203.4,65.1,4.06,0.127,0.207,3.58
Ⅱ类,22.4,7.58,8.11,253.2,82.4,2.23,0.024,0.052,8.24
Ⅱ类,16.3,7.96,12.91,268.1,22.1,2.12,0.037,0.037,4.2
Ⅱ类,18.7,7.76,7.96,302.4,24.8,2.33,0.061,0.063,4.21
Ⅱ类,19.0,7.72,8.95,211.8,29.6,2.46,0.021,0.048,4.2
Ⅰ类,22.2,8.19,11.48,218.5,2.9,1.1,0.004,0.008,7.14
Ⅱ类,20.3,7.21,6.13,162.2,9.8,0.93,0.006,0.023,2.9
Ⅱ类,22.4,7.66,12.52,157.7,9.8,1.4,0.065,0.041,4.22
Ⅱ类,23.1,8.02,7.5,751.8,19.2,2.08,0.028,0.052,4.47
Ⅱ类,26.0,8.04,6.68,698.6,48.1,3.1,0.027,0.096,4.94
Ⅱ类,23.8,8.23,11.0,470.4,8.1,2.83,0.061,0.06,2.01
劣Ⅵ类,18.5,7.6,0.9,923.5,33.8,3.94,0.045,0.092,6.02
Ⅰ类,26.3,7.88,7.84,259.5,6.8,1.79,0.02,0.02,5.63
Ⅳ类,28.4,8.2,6.63,540.2,36.3,6.66,0.12,0.129,5.04
Ⅲ类,21.6,7.51,6.81,367.0,47.6,3.58,0.069,0.103,5.0
Ⅱ类,20.9,7.59,8.55,347.1,40.9,3.22,0.051,0.062,5.29
Ⅱ类,21.5,7.97,9.67,406.6,9.8,1.13,0.038,0.029,2.76
Ⅱ类,23.4,8.36,10.43,429.6,6.7,2.08,0.009,0.033,7.72
Ⅳ类,25.4,7.57,5.3,534.4,58.7,5.07,0.138,0.226,5.06
Ⅲ类,20.3,8.12,8.34,844.2,98.1,3.54,0.037,0.11,14.54
Ⅱ类,20.0,8.04,8.11,564.0,215.1,1.61,0.003,0.059,4.04
Ⅲ类,21.7,7.41,5.68,591.2,4.0,2.11,0.074,0.102,7.75
Ⅲ类,27.1,7.88,7.86,931.8,27.4,4.07,0.04,0.164,7.78
Ⅲ类,24.0,8.8,8.91,279.8,52.6,4.05,0.056,0.054,2.2
Ⅲ类,20.7,6.95,8.13,165.4,176.5,5.78,0.304,0.187,5.09
Ⅳ类,20.2,7.47,4.37,377.9,106.5,6.04,0.021,0.223,4.18
Ⅳ类,19.4,7.17,9.41,162.1,260.8,5.52,0.135,0.218,8.7
Ⅲ类,24.2,6.99,5.49,185.2,147.7,5.96,0.125,0.195,5.22
Ⅳ类,19.3,7.09,9.22,159.0,295.5,5.08,0.12,0.206,7.6
Ⅲ类,22.8,6.79,8.33,142.0,34.9,5.06,0.039,0.119,3.61
Ⅲ类,24.8,7.8,7.14,423.1,88.0,4.34,0.021,0.124,1.81
Ⅱ类,20.8,7.72,10.09,104.9,31.6,3.11,0.016,0.028,2.51
Ⅱ类,16.0,7.62,10.37,101.7,26.5,3.5,0.051,0.067,1.47
Ⅱ类,10.1,7.89,7.55,290.2,19.3,0.9,0.007,0.028,1.74
Ⅲ类,24.0,6.67,7.33,203.9,39.0,5.06,0.116,0.102,3.69
Ⅳ类,25.7,7.24,6.75,123.9,46.4,8.35,0.185,0.116,1.8
Ⅲ类,22.6,7.65,7.82,234.0,59.9,3.18,0.017,0.109,2.43
Ⅲ类,22.6,6.95,8.87,100.4,27.8,5.76,0.029,0.079,1.27
Ⅱ类,14.0,7.8,10.58,213.3,18.7,0.98,0.047,0.068,0.79
Ⅳ类,27.9,7.12,6.26,146.1,57.0,6.42,0.056,0.207,2.77
Ⅲ类,26.0,8.9,10.68,62.0,10.6,5.93,0.032,0.041,2.09
Ⅴ类,26.8,7.11,2.9,194.8,152.1,6.56,0.102,0.194,3.27
Ⅳ类,28.1,7.34,6.5,269.0,143.0,8.16,0.18,0.21,2.52
Ⅳ类,27.7,7.16,3.04,195.5,98.7,5.9,0.137,0.093,6.42
Ⅳ类,21.9,7.36,7.9,102.8,149.1,7.95,0.021,0.094,1.22
Ⅴ类,25.0,7.52,7.03,97.2,165.2,12.25,0.007,0.205,0.95
Ⅳ类,28.9,6.69,4.36,168.9,223.2,8.38,0.177,0.173,2.14
Ⅲ类,24.2,7.85,9.72,258.5,18.2,5.82,0.024,0.076,1.06
Ⅳ类,23.8,7.07,6.28,71.7,44.4,9.45,0.029,0.064,1.72
Ⅳ类,29.9,7.55,6.02,264.4,54.2,6.96,0.133,0.196,1.08
Ⅱ类,24.8,7.19,7.92,125.5,18.9,3.89,0.017,0.068,2.78
Ⅳ类,24.9,7.19,6.25,180.0,171.8,6.68,0.069,0.169,3.42
Ⅳ类,24.5,6.96,7.6,90.7,12.6,7.13,0.006,0.054,2.28
Ⅲ类,27.8,6.88,5.94,188.0,61.7,5.74,0.036,0.148,3.14
Ⅳ类,26.4,7.36,6.94,77.9,22.2,9.82,0.05,0.04,0.77
Ⅳ类,25.5,6.82,6.61,172.3,63.7,6.18,0.124,0.078,2.4
Ⅴ类,22.5,7.13,6.19,124.8,85.5,5.94,0.073,0.107,2.83
Ⅳ类,18.5,7.19,8.46,59.3,6.6,7.89,0.032,0.028,0.31
劣Ⅵ类,32.0,7.37,1.05,510.1,486.5,4.66,0.656,0.264,3.04
Ⅳ类,29.6,7.08,3.38,430.3,68.3,5.59,0.501,0.234,3.56
Ⅳ类,32.8,7.35,3.05,465.1,28.3,3.44,0.031,0.102,1.7
Ⅴ类,30.6,7.47,2.12,549.6,31.4,3.27,0.055,0.142,2.44
Ⅴ类,31.1,7.24,2.21,505.9,43.1,3.9,0.453,0.258,2.55
劣Ⅵ类,30.5,7.42,0.42,432.0,61.1,3.61,0.904,0.168,2.21
Ⅳ类,31.8,7.51,3.21,586.0,39.4,3.91,0.179,0.211,2.67
Ⅳ类,31.7,7.33,3.97,525.4,46.3,5.17,0.032,0.175,2.92
Ⅴ类,32.3,7.38,2.96,496.2,29.1,3.98,0.029,0.084,1.81
Ⅳ类,31.1,7.46,4.5,511.0,15.4,3.45,0.039,0.095,1.8
Ⅴ类,31.6,7.25,2.9,392.2,24.6,3.75,0.114,0.08,1.89
Ⅴ类,31.0,7.5,2.45,551.2,119.8,4.09,0.141,0.168,2.08
Ⅳ类,27.9,7.3,3.48,657.7,84.6,4.56,0.248,0.117,1.46
Ⅲ类,31.0,7.64,5.22,381.4,58.1,2.59,0.042,0.109,1.3
劣Ⅵ类,29.6,6.98,0.82,435.5,27.9,5.25,0.95,0.148,2.43
劣Ⅵ类,29.5,7.3,0.7,418.6,9.4,5.07,0.719,0.137,2.16
Ⅱ类,30.6,7.8,6.44,213.9,33.2,3.25,0.005,0.063,1.16
Ⅲ类,32.0,8.39,6.84,445.2,28.7,2.09,0.007,0.033,0.5
Ⅳ类,30.7,8.49,6.7,430.4,57.7,3.51,0.044,0.075,0.99
Ⅴ类,32.6,8.19,2.66,521.2,24.2,3.01,0.204,0.069,1.05
Ⅳ类,31.4,7.4,3.03,398.8,44.3,3.33,0.07,0.135,2.18
劣Ⅵ类,31.8,7.3,1.63,461.7,69.4,5.04,0.013,0.116,1.88
Ⅳ类,32.4,7.07,4.8,388.6,29.1,2.09,0.123,0.138,2.36
Ⅲ类,31.9,8.6,7.01,412.0,23.5,3.28,0.004,0.047,0.63
Ⅲ类,30.7,7.77,5.58,302.0,41.5,1.86,0.031,0.061,1.82
Ⅱ类,28.9,7.37,8.15,153.1,2.0,2.37,0.032,0.025,2.15
Ⅲ类,31.4,7.04,6.89,386.8,47.8,4.09,0.146,0.089,2.36
Ⅲ类,29.8,7.64,5.44,303.2,24.3,2.23,0.203,0.116,1.94
Ⅲ类,31.9,7.7,5.56,490.5,30.6,3.18,0.236,0.109,1.34
Ⅲ类,29.0,8.68,22.77,378.9,10.8,4.53,0.019,0.083,4.06
Ⅲ类,29.6,8.33,11.3,651.5,17.4,3.86,0.127,0.196,6.69
劣Ⅵ类,30.2,7.54,1.75,1339.2,27.9,5.85,0.029,0.097,1.59
Ⅲ类,29.8,8.55,8.73,1378.5,2.0,4.89,0.016,0.054,0.66
Ⅲ类,30.3,8.61,10.7,1183.1,6.4,4.96,0.011,0.051,0.68
Ⅳ类,31.0,8.37,14.02,1419.5,18.7,7.75,0.028,0.103,1.22
Ⅲ类,28.8,7.63,5.05,1094.2,7.2,3.03,0.077,0.097,2.34
劣Ⅵ类,29.0,7.24,1.53,472.7,19.2,6.09,0.738,0.208,3.14
Ⅴ类,28.1,7.6,4.38,948.0,40.8,4.61,0.453,0.336,10.37
劣Ⅵ类,29.9,7.27,6.7,852.6,20.4,8.85,0.552,0.429,2.72
Ⅲ类,33.4,8.09,8.61,403.8,21.1,4.54,0.112,0.081,3.33
Ⅳ类,30.1,7.49,3.16,389.8,25.1,3.99,0.349,0.117,2.37
Ⅳ类,29.7,7.36,4.33,299.2,22.2,4.3,0.166,0.064,1.15
Ⅲ类,28.9,8.21,10.84,327.1,22.1,3.08,0.145,0.107,2.07
Ⅲ类,31.1,7.55,5.79,526.6,51.8,2.73,0.1,0.12,2.5
Ⅳ类,30.3,7.28,3.27,599.5,63.5,5.63,0.207,0.17,1.64
Ⅳ类,29.3,7.2,3.31,582.2,33.3,3.3,0.019,0.089,0.85
Ⅴ类,30.8,7.39,2.26,573.9,60.8,3.99,0.402,0.176,2.6
劣Ⅵ类,31.3,7.26,1.88,474.5,29.2,5.83,1.145,0.147,2.43
Ⅳ类,30.6,7.28,3.43,597.0,46.2,4.53,0.736,0.258,3.12
Ⅴ类,30.5,7.34,3.73,760.6,31.9,6.02,1.452,0.338,3.22
Ⅳ类,29.3,7.58,4.13,299.8,66.7,1.94,0.016,0.075,1.35
Ⅲ类,30.0,8.03,7.39,357.7,30.9,2.53,0.061,0.11,1.92
劣Ⅵ类,31.9,7.36,0.78,914.8,11.1,5.91,0.249,0.211,1.32
Ⅴ类,30.4,7.41,2.52,407.1,32.4,2.98,0.056,0.198,1.97
劣Ⅵ类,32.0,7.43,0.64,1121.4,4.2,5.09,0.331,0.254,1.71
劣Ⅵ类,27.4,7.42,0.14,891.7,51.4,5.86,1.485,0.34,3.0
Ⅴ类,30.6,7.47,2.53,738.8,30.5,6.03,1.357,0.338,3.49
劣Ⅵ类,29.3,7.42,1.4,934.6,39.0,7.02,1.139,0.402,3.79
Ⅳ类,28.4,7.47,6.9,725.5,11.4,7.13,1.296,0.171,5.81
Ⅳ类,27.8,7.43,3.8,861.3,63.0,4.68,0.311,0.165,2.33
劣Ⅵ类,28.5,7.27,0.58,1005.3,15.0,7.39,0.849,0.296,5.93
劣Ⅵ类,27.1,6.94,4.57,749.0,10.6,8.26,2.067,0.168,6.36
劣Ⅵ类,25.4,7.32,1.12,670.7,71.0,5.13,0.466,0.121,2.42
Ⅳ类,27.4,7.41,3.62,642.4,10.6,4.78,0.023,0.246,5.32
Ⅳ类,24.9,7.18,6.93,1192.0,41.8,4.02,0.042,0.204,6.0
Ⅳ类,27.5,8.41,12.2,2960.0,63.8,6.77,0.092,0.139,4.86
劣Ⅵ类,26.1,7.25,4.03,613.8,22.9,6.17,0.072,0.426,5.28
Ⅲ类,27.6,7.55,6.24,669.4,47.0,4.46,0.231,0.198,3.8
劣Ⅵ类,29.0,7.43,0.56,1049.3,19.2,7.16,1.317,0.291,4.96
劣Ⅵ类,27.7,7.52,1.58,589.4,24.2,7.25,0.663,0.258,6.8
Ⅳ类,30.1,7.47,4.64,356.4,55.2,3.88,0.182,0.117,2.18
Ⅴ类,29.5,7.51,2.21,809.2,36.0,4.86,0.066,0.119,3.34
Ⅴ类,28.8,7.07,2.18,412.0,27.2,8.29,1.239,0.131,3.53
劣Ⅵ类,26.0,7.1,1.68,547.9,25.4,5.6,0.543,0.145,2.45
Ⅴ类,27.5,7.24,2.45,483.1,103.4,5.44,1.014,0.226,2.15
Ⅴ类,27.7,7.33,2.26,835.4,82.7,6.68,1.415,0.23,3.77
劣Ⅵ类,28.5,7.26,1.82,864.8,19.3,5.17,0.054,0.197,1.89
劣Ⅵ类,28.0,7.11,1.72,521.4,25.6,8.14,1.968,0.253,4.07
Ⅳ类,28.8,7.16,3.08,684.9,66.3,4.51,0.741,0.181,3.46
劣Ⅵ类,28.6,7.27,1.06,469.6,5.7,4.03,0.249,0.139,2.01
劣Ⅵ类,29.4,7.43,1.05,785.1,13.0,7.62,1.709,0.236,4.24
劣Ⅵ类,29.1,7.26,0.39,610.1,18.6,6.27,0.405,0.194,2.35
劣Ⅵ类,28.2,7.25,1.56,899.2,27.8,9.04,1.338,0.213,3.93
劣Ⅵ类,27.8,7.34,1.36,743.0,20.6,7.83,1.542,0.286,3.8
劣Ⅵ类,26.2,7.16,0.34,815.1,18.7,7.06,1.717,0.304,4.19
劣Ⅵ类,28.6,7.16,0.44,845.4,16.2,6.06,0.591,0.354,3.21
Ⅳ类,28.8,7.84,3.79,734.8,24.1,3.27,0.033,0.099,1.31
劣Ⅵ类,27.5,7.34,0.63,1197.9,18.7,6.56,1.739,0.438,5.17
Ⅳ类,29.1,7.6,4.73,464.9,183.5,6.07,0.282,0.175,3.01
Ⅳ类,28.1,7.71,4.97,443.5,179.2,5.65,0.133,0.129,2.55
Ⅳ类,32.3,7.58,4.32,528.5,57.3,5.79,0.506,0.112,2.8
Ⅴ类,28.1,7.12,2.57,653.1,43.0,7.54,1.696,0.212,4.81
Ⅴ类,29.1,7.06,2.45,577.2,26.6,6.44,1.202,0.217,3.06
Ⅴ类,29.3,7.48,2.26,535.3,28.7,4.43,1.399,0.192,2.61
Ⅲ类,29.8,7.66,5.12,266.5,36.6,2.19,0.048,0.073,1.26
Ⅳ类,29.4,7.5,3.54,320.9,19.4,3.4,0.368,0.11,1.75
Ⅳ类,30.4,7.49,4.92,301.7,5.3,2.9,0.149,0.065,0.91
Ⅳ类,30.2,7.37,3.0,356.4,18.4,3.17,0.132,0.116,2.24
劣Ⅵ类,29.4,7.3,1.17,489.5,22.9,4.97,0.728,0.16,2.71
Ⅳ类,29.8,8.12,8.29,326.8,37.1,7.22,0.206,0.061,1.63
劣Ⅵ类,29.6,7.3,1.02,406.3,10.6,2.97,1.134,0.217,2.45
Ⅲ类,29.7,7.79,5.64,312.1,42.2,2.08,0.039,0.08,1.64
Ⅴ类,30.3,7.13,2.1,364.0,25.7,2.99,0.047,0.126,1.65
Ⅲ类,29.1,8.06,5.07,853.5,21.0,3.7,0.087,0.092,1.53
Ⅳ类,30.3,8.31,9.51,722.6,14.2,9.3,0.064,0.101,2.71
Ⅳ类,29.7,7.56,3.2,663.6,40.3,7.29,0.091,0.241,4.12
劣Ⅵ类,29.7,7.23,0.77,583.6,9.9,6.75,1.47,0.301,3.34
Ⅲ类,29.3,8.43,5.26,1270.7,10.8,5.9,0.178,0.066,1.49
Ⅴ类,29.1,7.38,3.48,596.3,21.8,10.35,0.415,0.338,4.85
Ⅲ类,29.5,7.67,5.62,265.5,16.5,2.83,0.174,0.075,2.6
Ⅳ类,31.1,7.07,4.03,209.5,23.3,2.76,0.157,0.071,3.03
Ⅱ类,27.9,7.32,8.69,124.6,11.9,1.83,0.032,0.039,1.58
Ⅲ类,16.9,7.1,5.75,149.9,7.0,1.21,0.009,0.02,0.88
Ⅱ类,28.5,7.41,6.48,171.0,17.0,2.18,0.037,0.064,1.71
Ⅴ类,32.1,7.14,2.05,316.4,21.5,2.78,0.174,0.13,2.24
Ⅱ类,29.1,8.38,9.16,105.9,1.1,1.23,0.01,0.034,1.06
Ⅱ类,27.2,6.56,7.24,139.7,4.0,1.54,0.01,0.035,3.42
Ⅴ类,31.6,7.27,2.83,376.5,32.4,5.24,0.266,0.136,3.22
Ⅳ类,32.1,7.36,4.76,126.4,18.4,4.91,0.028,0.045,0.9
Ⅱ类,32.1,8.51,10.27,174.4,3.7,1.54,0.0003,0.023,2.15
Ⅴ类,32.1,7.14,2.41,238.8,32.5,5.37,0.577,0.147,3.06
Ⅲ类,32.0,8.6,7.17,3686.4,4.5,5.71,0.016,0.034,1.0
Ⅱ类,28.0,7.79,8.72,50.8,27.6,1.98,0.014,0.026,0.86
Ⅲ类,32.8,6.46,5.82,75.9,29.6,1.15,0.055,0.043,1.44
Ⅳ类,29.4,7.99,3.72,9212.0,1171.0,1.91,0.216,0.155,1.97
Ⅱ类,30.2,6.83,7.47,64.1,16.2,0.53,0.019,0.02,0.97
Ⅲ类,31.9,7.06,5.64,189.9,22.4,1.83,0.215,0.117,2.2
Ⅳ类,30.3,8.47,4.12,142.8,1098.0,1.37,0.002,0.121,1.45
Ⅴ类,32.0,7.72,2.19,22930.0,1266.0,1.58,0.296,0.075,2.12
Ⅴ类,31.5,7.2,2.84,493.8,24.6,4.31,0.365,0.12,2.77
Ⅴ类,32.2,7.05,2.95,488.4,22.3,5.09,0.181,0.115,2.08
劣Ⅵ类,31.9,7.18,1.64,409.2,119.3,5.71,0.369,0.174,3.31
Ⅳ类,30.8,6.99,3.09,501.8,17.2,4.24,0.098,0.139,1.65
Ⅴ类,30.6,7.17,2.76,386.4,51.2,3.67,0.426,0.194,3.21
Ⅴ类,32.0,7.18,2.12,604.8,34.1,7.17,0.901,0.178,4.52
劣Ⅵ类,31.8,7.32,1.92,534.8,30.4,6.45,0.641,0.225,3.27
Ⅴ类,30.9,7.14,2.3,493.5,45.0,4.66,0.321,0.115,2.34
Ⅳ类,30.7,7.19,3.91,475.2,42.2,4.6,0.209,0.111,2.55
劣Ⅵ类,31.0,7.21,1.67,455.3,35.7,5.37,0.452,0.226,2.46
劣Ⅵ类,31.1,7.22,1.99,465.9,143.3,5.71,0.773,0.192,3.36
Ⅴ类,32.0,7.32,2.58,488.6,34.3,6.11,0.223,0.201,3.11
劣Ⅵ类,30.5,7.07,1.54,324.6,59.4,4.58,0.294,0.166,3.03
Ⅳ类,30.3,7.08,4.66,190.6,38.1,2.58,0.225,0.065,2.66
Ⅳ类,31.6,7.78,4.72,304.7,61.9,4.11,0.167,0.071,1.27
Ⅳ类,32.8,7.19,3.27,355.6,56.5,3.83,0.102,0.131,3.19
Ⅳ类,30.9,7.13,4.77,234.6,17.8,1.85,0.12,0.054,2.81
劣Ⅵ类,32.2,6.91,1.59,247.1,21.7,3.18,0.214,0.042,1.92
Ⅱ类,24.0,6.87,7.33,116.8,12.3,1.94,0.058,0.031,1.41
Ⅱ类,28.2,6.38,6.01,172.7,6.0,1.72,0.082,0.027,1.93
Ⅳ类,30.5,6.92,3.21,240.4,25.4,3.19,0.133,0.067,2.43
Ⅳ类,31.4,7.48,3.59,429.1,31.0,3.8,0.056,0.081,2.68
Ⅴ类,31.5,7.26,2.1,474.4,26.2,3.97,0.602,0.118,4.58
Ⅳ类,31.6,7.22,3.58,331.5,25.3,3.95,0.404,0.055,1.78
劣Ⅵ类,31.5,9.02,8.27,303.3,15.8,4.75,0.016,0.064,2.4
Ⅲ类,30.8,6.96,5.31,160.8,21.7,3.76,0.2,0.101,2.75
Ⅴ类,31.1,6.73,2.92,167.8,16.5,3.65,0.087,0.109,3.08
Ⅳ类,29.3,7.19,4.51,442.3,7.3,4.8,1.42,0.243,4.98
