省份,流域,断面名称,监测时间,水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L),叶绿素α(mg/L),藻密度(cells/L)
山西省,黄河流域,韩武村,07-22 03:00,劣Ⅵ类,27.2,7.80,4.41,1101.7,19.4,--,2.275,0.255,8.42,--,--
山西省,黄河流域,上兰,07-22 03:00,Ⅱ类,21.1,8.25,7.39,611.0,3.8,1.56,0.138,--,2.12,--,--
山西省,黄河流域,汾河水库出口,07-22 03:00,Ⅰ类,25.5,8.34,9.20,733.5,4.1,1.91,0.015,0.002,1.49,0.011,300293
山西省,海河流域,堡子湾,07-22 03:00,Ⅳ类,17.4,8.22,6.88,786.6,--,6.24,0.006,0.121,6.02,--,--
山西省,海河流域,册田水库出口,07-22 03:00,Ⅲ类,23.4,8.24,7.11,1156.5,10.8,4.10,0.257,0.086,0.94,--,--
山西省,海河流域,古家坡,07-22 03:00,Ⅲ类,24.5,8.33,5.09,763.7,69.0,5.88,0.010,0.121,1.57,--,--
山西省,海河流域,闫家庄大桥,07-22 03:00,Ⅱ类,24.4,8.45,7.86,530.5,194.7,3.13,--,0.076,3.18,--,--
山西省,海河流域,白羊墅,07-22 03:00,劣Ⅵ类,24.2,7.84,4.97,1506.0,102.3,6.95,2.291,0.328,9.66,--,--
山西省,海河流域,王家庄,07-22 03:00,Ⅱ类,27.1,8.26,7.64,661.8,36.1,2.53,0.005,0.043,3.36,--,--
山西省,海河流域,司徒桥,07-22 03:00,Ⅳ类,26.6,7.57,3.78,474.9,31.5,3.54,0.047,0.052,1.67,--,--
山西省,海河流域,关河水库出口,07-22 03:00,Ⅴ类,23.0,7.62,2.77,675.3,7.2,3.22,0.250,0.029,1.02,--,--
山西省,海河流域,北寨,07-22 03:00,劣Ⅵ类,25.1,7.52,3.12,709.4,43.1,7.05,2.216,0.281,6.04,--,--
山西省,海河流域,后湾水库出口,07-22 03:00,Ⅱ类,25.0,7.81,7.00,515.8,14.7,2.85,0.006,0.017,1.42,--,--
山西省,黄河流域,龙头,07-22 03:00,Ⅱ类,24.0,8.15,6.53,551.2,55.9,3.03,--,0.037,2.98,--,--
山西省,黄河流域,拴驴泉,07-22 03:00,Ⅱ类,20.5,8.30,8.40,677.4,46.4,2.19,0.025,0.031,5.03,--,--
山西省,黄河流域,张峰水库出口,07-22 03:00,Ⅰ类,25.6,8.20,8.32,535.4,13.2,1.42,0.049,0.004,3.11,--,--
山西省,海河流域,东榆林水库出口,07-22 03:00,Ⅱ类,24.5,8.03,6.44,710.5,23.7,3.75,0.117,0.091,2.34,--,--
山西省,黄河流域,杀虎口,07-22 03:00,Ⅲ类,20.9,8.23,7.44,567.8,41.3,4.69,0.008,0.052,1.44,--,--
山西省,海河流域,王寨村,07-22 03:00,Ⅱ类,25.7,8.16,6.75,555.2,47.9,1.17,--,0.026,2.35,--,--
山西省,黄河流域,安固桥,07-22 03:00,劣Ⅵ类,25.6,7.57,1.98,1141.7,86.8,6.70,3.748,0.515,12.23,--,--
山西省,黄河流域,王庄桥南,07-22 03:00,Ⅴ类,26.3,7.78,5.04,1101.2,492.2,11.62,0.041,0.174,6.30,--,--
山西省,黄河流域,郝村,07-22 03:00,Ⅲ类,23.8,7.43,5.52,1417.6,29.0,4.09,0.043,0.182,6.98,--,--
山西省,黄河流域,张留庄,07-22 03:00,Ⅴ类,29.8,8.74,8.18,6543.3,223.4,9.40,0.003,0.306,7.89,--,--
山西省,黄河流域,上亳城,07-22 03:00,Ⅱ类,24.6,8.41,7.05,820.5,7.6,1.49,--,0.036,4.10,--,--
山西省,黄河流域,小韩村,07-22 03:00,劣Ⅵ类,25.1,7.41,1.26,770.5,418.2,6.26,0.311,0.304,5.56,--,--
山西省,海河流域,梵王寺,07-22 03:00,Ⅳ类,17.6,7.93,6.54,1051.1,40.5,7.68,0.384,0.068,5.29,--,--
山西省,海河流域,代县桥,07-22 03:00,Ⅲ类,20.2,8.39,8.06,740.3,270.6,3.53,0.017,0.133,4.47,--,--
山西省,海河流域,定襄桥,07-22 03:00,Ⅳ类,24.3,8.40,5.85,774.6,2300.6,8.05,--,0.243,5.22,--,--
山西省,海河流域,南庄,07-22 03:00,Ⅲ类,23.1,8.26,7.14,599.1,133.1,2.73,--,0.104,6.02,--,--
山西省,海河流域,坪上桥,07-22 03:00,Ⅱ类,18.4,8.16,7.39,433.2,187.1,3.93,0.011,0.089,5.73,--,--
山西省,黄河流域,河西村,07-22 03:00,Ⅲ类,20.5,8.30,7.30,560.3,648.9,4.04,0.212,0.196,5.72,--,--
山西省,黄河流域,上平望,07-22 03:00,Ⅳ类,27.9,7.80,4.09,956.3,501.4,4.19,0.104,0.059,6.23,--,--
山西省,黄河流域,黑城村,07-22 03:00,Ⅳ类,24.6,8.35,7.37,723.6,846.1,7.24,--,0.110,4.93,--,--
山西省,黄河流域,曲立,07-22 03:00,Ⅲ类,19.3,7.97,5.73,586.7,168.2,2.53,0.019,0.120,4.33,--,--
山西省,黄河流域,裴家川口,07-22 03:00,Ⅲ类,20.0,8.31,8.96,480.1,258.8,3.19,0.013,0.188,3.86,--,--
山西省,黄河流域,碛口,07-22 03:00,Ⅴ类,24.8,8.29,6.99,739.8,2531.8,6.47,0.008,0.386,14.44,--,--
山西省,黄河流域,裴沟,07-22 03:00,Ⅴ类,23.5,8.32,7.15,634.1,887.9,4.31,0.011,0.302,3.79,--,--
山西省,黄河流域,三川河两河口桥,07-22 03:00,Ⅲ类,25.2,8.30,7.41,675.1,124.5,3.73,0.014,0.174,5.56,--,--
山西省,黄河流域,碧村,07-22 03:00,劣Ⅵ类,21.0,8.14,8.07,571.5,1747.3,10.30,0.680,0.457,7.38,--,--
山西省,黄河流域,北峪口,07-22 03:00,Ⅱ类,19.0,7.85,6.31,493.4,28.6,2.46,0.117,0.034,3.06,--,--
山西省,黄河流域,南姚,07-22 03:00,Ⅳ类,25.5,7.54,3.37,675.9,97.0,6.36,0.682,0.157,4.07,--,--
内蒙古自治区,黄河流域,大黑河入黄口,07-22 02:00,Ⅱ类,36.9,7.75,6.47,--,3.3,--,--,--,--,--,--
内蒙古自治区,黄河流域,磴口,07-22 02:00,Ⅱ类,23.3,8.20,7.06,896.6,91.2,1.34,0.058,0.025,1.54,--,--
内蒙古自治区,松花江流域,根河口内,07-22 03:00,Ⅴ类,19.4,6.59,6.14,71.4,43.3,12.33,--,0.064,0.44,--,--
内蒙古自治区,松花江流域,陶海,07-22 03:00,Ⅴ类,21.5,6.94,6.41,95.2,39.9,13.41,--,0.106,0.70,--,--
内蒙古自治区,松花江流域,嵯岗,07-22 03:00,Ⅴ类,22.4,7.35,5.58,177.6,26.7,12.92,--,0.121,0.62,--,--
内蒙古自治区,松花江流域,成吉思汗,07-22 03:00,Ⅲ类,19.9,6.94,7.95,114.2,267.7,4.22,--,0.043,1.42,--,--
内蒙古自治区,松花江流域,讷尔克气,07-22 03:00,Ⅳ类,16.7,7.00,8.65,63.7,18.1,6.87,--,0.025,0.21,--,--
内蒙古自治区,黄河流域,总排干入黄口,07-22 03:00,Ⅳ类,24.4,8.67,6.84,2957.1,52.3,6.45,0.112,0.053,1.15,--,--
内蒙古自治区,黄河流域,三盛公,07-22 02:00,Ⅱ类,27.9,8.29,7.85,855.2,490.6,2.54,0.132,0.082,--,--,--
内蒙古自治区,黄河流域,卧佛下,07-22 02:00,Ⅱ类,15.9,8.13,7.46,747.7,7.7,2.42,0.091,0.009,7.48,--,--
内蒙古自治区,松花江流域,斯力很,07-22 01:00,Ⅲ类,21.8,7.52,7.86,251.0,146.4,4.88,--,0.087,3.16,--,--
内蒙古自治区,松花江流域,察尔森水库西入口,07-22 03:00,Ⅳ类,23.3,7.73,5.61,156.3,85.5,4.83,--,0.052,1.67,0.014,2981550
辽宁省,辽河流域,蒲河沿,07-22 03:00,劣Ⅵ类,26.5,7.14,0.84,392.5,11.0,4.84,--,0.146,1.75,--,--
辽宁省,辽河流域,于台,07-22 03:00,Ⅳ类,22.3,7.03,3.73,862.5,5.1,3.72,1.073,0.142,9.11,--,--
辽宁省,辽河流域,巨流河大桥,07-22 03:00,Ⅳ类,23.6,7.61,5.97,391.9,428.4,8.88,--,0.261,5.73,--,--
辽宁省,辽河流域,城子坦,07-22 02:00,Ⅱ类,28.8,7.67,7.13,274.5,4.5,2.34,0.008,0.070,5.51,--,--
辽宁省,辽河流域,麦家,07-22 03:00,Ⅲ类,28.5,8.32,9.00,352.6,26.8,4.40,0.058,0.163,1.82,--,--
辽宁省,辽河流域,复州湾大桥,07-22 03:00,Ⅱ类,27.2,8.07,7.14,536.5,9.4,3.95,0.008,0.096,5.10,--,--
辽宁省,辽河流域,三台子,07-22 02:00,Ⅲ类,28.3,8.46,11.57,629.6,4.8,4.85,0.007,0.105,4.38,--,--
辽宁省,辽河流域,万泰,07-22 03:00,Ⅰ类,28.0,8.83,11.04,145.5,4.9,1.78,--,0.017,1.67,--,--
辽宁省,辽河流域,登化,07-22 03:00,Ⅳ类,28.5,7.98,17.18,528.2,19.2,8.83,0.033,0.174,4.16,--,--
辽宁省,辽河流域,口子街,07-22 03:00,Ⅲ类,24.8,8.13,5.72,290.2,8.2,1.81,0.039,0.033,4.88,--,--
辽宁省,辽河流域,关门山大桥,07-22 03:00,Ⅱ类,22.2,7.76,6.94,333.9,9.4,1.41,--,0.029,6.57,--,--
辽宁省,辽河流域,大伙房水库,07-22 03:00,Ⅳ类,21.6,6.87,7.86,203.4,66.8,4.00,0.138,0.227,3.58,0.073,--
辽宁省,辽河流域,北太子河入观音阁水库口,07-22 03:00,Ⅱ类,22.0,7.50,7.60,250.8,27.4,2.37,0.024,0.050,8.25,--,--
辽宁省,辽河流域,老官砬子,07-22 03:00,Ⅱ类,15.4,7.79,11.82,272.4,21.0,2.09,0.037,0.038,4.29,--,--
辽宁省,辽河流域,兴安,07-22 03:00,Ⅱ类,18.4,7.74,7.74,308.1,26.0,2.34,0.072,0.062,4.49,--,--
辽宁省,辽河流域,凤鸣电站,07-22 03:00,Ⅱ类,18.4,7.70,8.60,208.5,30.1,2.51,0.020,0.046,3.98,--,--
辽宁省,辽河流域,南太子河入库口,07-22 03:00,Ⅰ类,21.7,7.51,8.34,197.6,2.6,1.15,0.007,0.009,7.15,--,--
辽宁省,辽河流域,江桥,07-22 03:00,Ⅲ类,21.6,7.21,5.82,161.8,8.7,1.00,0.009,0.022,2.83,--,--
辽宁省,辽河流域,蒲石河大桥,07-22 03:00,Ⅱ类,21.2,7.31,9.56,157.7,10.4,1.35,0.063,0.038,4.21,--,--
辽宁省,辽河流域,王家沟,07-22 03:00,Ⅱ类,23.5,8.03,7.07,747.5,18.5,2.10,0.065,0.060,4.60,--,--
辽宁省,辽河流域,张家堡,07-22 03:00,Ⅲ类,26.2,8.03,6.04,685.4,53.5,3.19,0.017,0.110,4.98,--,--
辽宁省,辽河流域,女儿河入河口,07-22 03:00,Ⅱ类,27.1,8.12,10.33,782.2,20.6,2.71,--,0.061,7.58,--,--
辽宁省,辽河流域,何家信子,07-22 03:00,Ⅱ类,22.6,7.91,6.96,475.0,9.1,3.13,0.051,0.063,2.00,--,--
辽宁省,辽河流域,西树林,07-22 03:00,Ⅲ类,25.4,7.98,8.39,596.0,30.7,3.13,0.030,0.122,4.69,--,--
辽宁省,辽河流域,高台子,07-22 03:00,劣Ⅵ类,18.5,7.76,1.13,894.8,37.3,4.57,--,0.106,5.54,--,--
辽宁省,辽河流域,茧场,07-22 02:00,Ⅱ类,27.8,8.40,6.76,251.6,6.3,1.66,0.022,0.022,5.56,--,--
辽宁省,辽河流域,大清河口,07-22 03:00,Ⅳ类,28.6,8.57,9.62,523.2,23.2,6.36,0.102,0.105,4.80,--,--
辽宁省,辽河流域,下口子,07-22 03:00,Ⅲ类,21.6,7.47,6.63,364.1,52.0,3.66,0.102,0.113,4.91,--,--
辽宁省,辽河流域,下王家,07-22 03:00,Ⅱ类,21.2,7.59,8.36,343.5,40.8,3.44,0.058,0.064,5.45,--,--
辽宁省,辽河流域,汤河桥,07-22 03:00,Ⅱ类,20.7,7.83,7.01,408.3,7.6,1.21,0.040,0.026,2.82,--,--
辽宁省,辽河流域,下达河入汤河水库口,07-22 03:00,Ⅱ类,22.8,7.98,7.06,429.8,8.9,2.15,0.011,0.038,7.89,--,--
辽宁省,辽河流域,胜利塘,07-22 03:00,Ⅴ类,27.3,7.49,2.41,557.0,43.4,6.66,--,0.106,1.45,--,--
辽宁省,辽河流域,鲜峰桥,07-22 03:00,Ⅳ类,27.7,8.60,15.80,526.4,25.8,8.94,--,0.134,9.33,--,--
辽宁省,辽河流域,清辽,07-22 03:00,Ⅴ类,21.0,7.58,8.20,232.4,235.7,10.94,--,0.355,7.32,--,--
辽宁省,辽河流域,亮子河入河口,07-22 03:00,Ⅳ类,24.4,7.53,4.87,533.2,45.6,4.68,0.068,0.214,4.78,--,--
辽宁省,辽河流域,凌鸿大桥,07-22 03:00,Ⅱ类,25.3,8.16,7.00,740.6,15.8,2.71,--,0.046,9.51,--,--
辽宁省,辽河流域,章吉营,07-22 03:00,Ⅱ类,26.0,8.26,7.30,767.7,21.7,2.47,0.023,0.063,9.24,--,--
辽宁省,辽河流域,大凌河西支入河口,07-22 03:00,Ⅲ类,20.2,8.08,7.66,852.7,121.5,3.57,0.028,0.120,14.38,--,--
辽宁省,辽河流域,李家湾大桥,07-22 03:00,Ⅱ类,20.2,7.99,7.78,558.8,60.9,1.28,--,0.048,4.70,--,--
辽宁省,辽河流域,王家窝棚,07-22 03:00,Ⅳ类,21.1,7.37,4.87,627.4,1.9,2.02,0.021,0.093,7.73,--,--
辽宁省,辽河流域,红石碑入海前,07-22 03:00,Ⅲ类,26.7,7.90,7.94,890.3,20.6,3.15,0.040,0.165,8.59,--,--
辽宁省,辽河流域,小渔场,07-22 03:00,Ⅱ类,25.5,8.40,6.33,534.9,13.5,3.48,--,0.038,4.60,--,--
吉林省,松花江流域,新立城大坝,07-22 03:00,Ⅱ类,23.7,8.62,8.16,292.6,40.9,3.48,0.044,0.036,1.43,--,--
吉林省,松花江流域,松花江村,07-22 03:00,Ⅲ类,20.2,6.96,8.09,165.3,166.4,5.73,0.284,0.179,4.91,--,--
吉林省,松花江流域,砖瓦窑桥,07-22 03:00,Ⅳ类,20.1,7.55,4.56,367.6,161.4,6.77,0.003,0.246,3.85,--,--
吉林省,松花江流域,镇江口,07-22 03:00,Ⅲ类,23.6,7.00,6.40,236.8,117.0,4.84,--,0.141,4.09,--,--
吉林省,松花江流域,靠山大桥,07-22 03:00,Ⅳ类,27.3,7.65,3.94,523.9,254.6,7.52,--,0.290,3.19,--,--
吉林省,松花江流域,饮马河大桥,07-22 03:00,Ⅲ类,21.2,7.10,7.78,205.0,157.5,5.11,--,0.154,4.93,--,--
吉林省,松花江流域,白旗,07-22 03:00,Ⅳ类,19.1,7.19,9.43,163.2,251.1,5.38,0.132,0.206,8.63,--,--
吉林省,松花江流域,白山大桥,07-22 03:00,Ⅲ类,11.9,7.11,7.96,109.1,31.0,5.42,--,0.036,1.67,--,--
吉林省,松花江流域,官厅桥,07-22 03:00,Ⅳ类,23.5,6.94,5.10,195.7,146.0,6.60,0.119,0.204,4.96,--,--
吉林省,松花江流域,哨口,07-22 03:00,Ⅳ类,19.2,7.10,9.36,160.2,294.7,5.09,0.124,0.213,7.58,--,--
吉林省,松花江流域,肖家船口,07-22 03:00,Ⅲ类,21.3,6.72,7.76,143.6,25.3,5.09,0.058,0.112,3.57,--,--
吉林省,辽河流域,城子上,07-22 03:00,Ⅲ类,25.2,7.82,7.33,421.1,85.5,4.56,0.007,0.100,1.78,--,--
吉林省,辽河流域,六家子,07-22 03:00,Ⅳ类,22.6,7.62,6.59,682.9,193.2,5.45,0.016,0.297,11.32,--,--
吉林省,辽河流域,林家,07-22 03:00,Ⅳ类,24.1,7.69,6.75,879.4,90.8,6.23,0.041,0.214,8.01,--,--
吉林省,辽河流域,河清,07-22 03:00,Ⅲ类,19.9,7.36,6.98,472.3,147.5,5.05,--,0.150,7.80,--,--
吉林省,辽河流域,云峰,07-22 03:00,Ⅲ类,17.6,7.09,5.27,138.5,32.6,2.04,0.002,0.023,2.38,--,--
吉林省,辽河流域,老虎哨,07-22 03:00,Ⅱ类,19.2,7.24,7.63,105.7,32.6,3.11,0.015,0.028,2.44,--,--
吉林省,辽河流域,鸠谷,07-22 03:00,Ⅱ类,15.2,7.50,9.42,99.8,31.0,3.40,0.070,0.062,1.63,--,--
吉林省,辽河流域,大阳岔,07-22 03:00,Ⅱ类,9.6,7.88,7.60,289.5,17.9,0.80,0.004,0.031,1.82,--,--
吉林省,松花江流域,松林,07-22 03:00,Ⅲ类,23.9,6.65,7.16,199.8,39.4,4.75,0.104,0.096,3.67,--,--
吉林省,松花江流域,白沙滩,07-22 03:00,Ⅳ类,24.9,7.20,6.69,123.1,48.6,8.44,0.197,0.118,1.93,--,--
吉林省,松花江流域,月亮湖下,07-22 03:00,Ⅳ类,26.6,7.14,3.66,150.5,231.6,8.51,--,0.249,2.91,--,--
吉林省,松花江流域,崇善,07-22 03:00,Ⅱ类,15.1,7.46,10.37,82.0,36.7,--,0.024,0.077,1.28,--,--
